id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,Snapshot_Date,Snapshot_Year,Snapshot_Month,Snapshot_Quarter,Customer_State,Customer_Region
6306,Male,30,1,45.0,1,< 1 Year,No,27873.0,152.0,182,0,2024-02-20,2024,2,Q1,Pennsylvania,Northeast
129866,Female,21,1,6.0,1,< 1 Year,No,28358.0,160.0,251,0,2024-11-04,2024,11,Q4,Pennsylvania,Northeast
331374,Male,20,1,3.0,0,< 1 Year,Yes,33678.0,160.0,137,0,2024-02-17,2024,2,Q1,Pennsylvania,Northeast
203981,Male,63,1,39.0,1,1-2 Year,No,36776.0,26.0,226,0,2024-11-17,2024,11,Q4,Pennsylvania,Northeast
71842,Female,20,1,8.0,0,< 1 Year,Yes,44454.0,160.0,67,0,2024-12-17,2024,12,Q4,Pennsylvania,Northeast
22902,Male,23,1,2.0,1,< 1 Year,No,30221.0,152.0,99,0,2024-11-17,2024,11,Q4,Pennsylvania,Northeast
200437,Female,22,1,18.0,1,< 1 Year,No,30369.0,152.0,189,0,2024-01-17,2024,1,Q1,Pennsylvania,Northeast
300568,Male,71,1,43.0,0,1-2 Year,Yes,2630.0,26.0,255,0,2024-05-07,2024,5,Q2,Pennsylvania,Northeast
79540,Female,25,1,36.0,1,< 1 Year,No,28140.0,152.0,17,0,2024-08-17,2024,8,Q3,Pennsylvania,Northeast
302522,Female,35,1,15.0,0,1-2 Year,Yes,58304.0,14.0,159,0,2024-10-02,2024,10,Q4,Pennsylvania,Northeast
154750,Male,23,1,16.0,0,< 1 Year,No,32232.0,152.0,227,0,2024-10-31,2024,10,Q4,Pennsylvania,Northeast
162079,Female,22,1,37.0,0,< 1 Year,Yes,31512.0,152.0,250,0,2024-05-03,2024,5,Q2,Pennsylvania,Northeast
121031,Female,31,1,28.0,0,1-2 Year,No,72203.0,124.0,37,0,2024-10-07,2024,10,Q4,Pennsylvania,Northeast
31694,Male,35,1,31.0,0,1-2 Year,Yes,2630.0,152.0,17,0,2024-11-30,2024,11,Q4,Pennsylvania,Northeast
140864,Female,42,1,8.0,1,1-2 Year,No,30957.0,124.0,37,0,2024-03-08,2024,3,Q1,Pennsylvania,Northeast
195525,Male,46,1,28.0,1,1-2 Year,No,35529.0,124.0,268,0,2024-05-11,2024,5,Q2,Pennsylvania,Northeast
141561,Male,40,1,28.0,0,1-2 Year,Yes,33137.0,26.0,128,0,2024-03-17,2024,3,Q1,Pennsylvania,Northeast
77698,Female,34,1,35.0,1,1-2 Year,No,25761.0,124.0,189,0,2024-05-30,2024,5,Q2,Pennsylvania,Northeast
281095,Female,24,1,28.0,1,< 1 Year,No,54275.0,152.0,42,0,2024-06-01,2024,6,Q2,Pennsylvania,Northeast
67302,Male,22,1,3.0,0,< 1 Year,Yes,24999.0,152.0,245,0,2024-10-29,2024,10,Q4,Pennsylvania,Northeast
357382,Male,20,1,8.0,0,< 1 Year,Yes,48273.0,160.0,234,0,2024-11-05,2024,11,Q4,Pennsylvania,Northeast
74388,Female,35,1,7.0,0,1-2 Year,Yes,29811.0,124.0,186,0,2024-01-07,2024,1,Q1,Pennsylvania,Northeast
260917,Female,42,1,4.0,0,1-2 Year,Yes,27005.0,124.0,117,0,2024-08-09,2024,8,Q3,Pennsylvania,Northeast
348881,Male,21,1,13.0,0,< 1 Year,No,25835.0,152.0,80,0,2024-03-11,2024,3,Q1,Pennsylvania,Northeast
77093,Male,54,1,10.0,0,1-2 Year,Yes,36087.0,124.0,158,0,2024-05-17,2024,5,Q2,Pennsylvania,Northeast
126963,Female,25,1,2.0,1,< 1 Year,No,22404.0,152.0,228,0,2024-10-28,2024,10,Q4,Pennsylvania,Northeast
298985,Female,46,1,28.0,0,1-2 Year,Yes,34449.0,26.0,52,0,2024-03-30,2024,3,Q1,Pennsylvania,Northeast
132092,Male,43,1,4.0,0,1-2 Year,Yes,36384.0,26.0,262,0,2024-02-03,2024,2,Q1,Pennsylvania,Northeast
304893,Female,27,1,28.0,1,1-2 Year,No,2630.0,124.0,15,0,2024-01-02,2024,1,Q1,Pennsylvania,Northeast
225780,Male,25,1,41.0,0,1-2 Year,Yes,2630.0,124.0,243,0,2024-05-22,2024,5,Q2,Pennsylvania,Northeast
199544,Female,43,1,28.0,1,1-2 Year,No,45024.0,124.0,147,0,2024-06-02,2024,6,Q2,Pennsylvania,Northeast
333345,Male,37,1,50.0,0,1-2 Year,No,43298.0,124.0,42,0,2024-08-06,2024,8,Q3,Pennsylvania,Northeast
176261,Female,22,1,42.0,0,< 1 Year,Yes,34636.0,152.0,185,0,2024-02-27,2024,2,Q1,Pennsylvania,Northeast
130600,Female,31,1,5.0,1,< 1 Year,No,16720.0,152.0,150,0,2024-05-04,2024,5,Q2,Pennsylvania,Northeast
372047,Male,64,1,8.0,0,1-2 Year,Yes,45411.0,26.0,270,0,2024-01-18,2024,1,Q1,Pennsylvania,Northeast
97291,Male,47,1,28.0,0,1-2 Year,Yes,30078.0,125.0,226,0,2024-09-20,2024,9,Q3,Pennsylvania,Northeast
358048,Male,51,1,28.0,0,1-2 Year,Yes,44361.0,124.0,78,0,2024-04-19,2024,4,Q2,Pennsylvania,Northeast
53236,Male,27,1,7.0,1,< 1 Year,No,2630.0,152.0,108,0,2024-10-22,2024,10,Q4,Pennsylvania,Northeast
91443,Male,23,1,29.0,1,< 1 Year,No,53774.0,152.0,94,0,2024-02-12,2024,2,Q1,Pennsylvania,Northeast
323735,Female,29,1,35.0,1,< 1 Year,No,28150.0,152.0,286,0,2024-12-21,2024,12,Q4,Pennsylvania,Northeast
221140,Female,52,1,8.0,1,1-2 Year,No,43860.0,26.0,80,0,2024-08-31,2024,8,Q3,Pennsylvania,Northeast
183721,Male,23,1,12.0,1,< 1 Year,No,22104.0,152.0,136,0,2024-06-15,2024,6,Q2,Pennsylvania,Northeast
336045,Male,24,1,30.0,1,< 1 Year,No,24557.0,152.0,298,0,2024-04-07,2024,4,Q2,Pennsylvania,Northeast
67029,Female,24,1,15.0,0,< 1 Year,No,25846.0,124.0,241,0,2024-09-30,2024,9,Q3,Pennsylvania,Northeast
22581,Male,48,1,20.0,0,1-2 Year,Yes,2630.0,26.0,208,0,2024-02-26,2024,2,Q1,Pennsylvania,Northeast
374599,Female,21,1,46.0,1,< 1 Year,No,25210.0,152.0,270,0,2024-01-11,2024,1,Q1,Pennsylvania,Northeast
81020,Female,28,1,46.0,0,1-2 Year,Yes,2630.0,157.0,77,1,2024-11-11,2024,11,Q4,Pennsylvania,Northeast
215083,Male,33,1,41.0,0,< 1 Year,Yes,2630.0,152.0,228,1,2024-05-29,2024,5,Q2,Pennsylvania,Northeast
71902,Female,44,1,8.0,0,1-2 Year,Yes,63661.0,26.0,233,1,2024-07-20,2024,7,Q3,Pennsylvania,Northeast
187772,Male,57,1,28.0,0,> 2 Years,Yes,34147.0,26.0,114,1,2024-08-23,2024,8,Q3,Pennsylvania,Northeast
25476,Male,46,1,41.0,0,1-2 Year,Yes,31719.0,26.0,78,1,2024-03-17,2024,3,Q1,Pennsylvania,Northeast
195709,Male,51,1,38.0,0,1-2 Year,Yes,26902.0,124.0,183,1,2024-09-19,2024,9,Q3,Pennsylvania,Northeast
340803,Female,35,1,21.0,0,1-2 Year,Yes,46874.0,152.0,206,1,2024-11-08,2024,11,Q4,Pennsylvania,Northeast
237057,Male,26,1,28.0,0,< 1 Year,Yes,45295.0,26.0,279,1,2024-11-27,2024,11,Q4,Pennsylvania,Northeast
343087,Male,22,1,2.0,0,< 1 Year,Yes,30129.0,152.0,41,1,2024-03-09,2024,3,Q1,Pennsylvania,Northeast
65007,Male,44,1,41.0,0,1-2 Year,Yes,26615.0,124.0,231,1,2024-08-29,2024,8,Q3,Pennsylvania,Northeast
337646,Female,29,1,28.0,0,< 1 Year,Yes,32006.0,124.0,110,1,2024-09-23,2024,9,Q3,Pennsylvania,Northeast
25819,Male,35,1,15.0,0,1-2 Year,Yes,35040.0,157.0,246,1,2024-02-02,2024,2,Q1,Pennsylvania,Northeast
208704,Male,38,1,28.0,0,1-2 Year,Yes,34575.0,155.0,291,1,2024-08-10,2024,8,Q3,Pennsylvania,Northeast
91145,Female,36,1,28.0,0,1-2 Year,Yes,32420.0,26.0,58,1,2024-05-11,2024,5,Q2,Pennsylvania,Northeast
192964,Male,64,1,28.0,0,> 2 Years,Yes,46425.0,26.0,292,1,2024-10-10,2024,10,Q4,Pennsylvania,Northeast
347198,Male,45,1,28.0,0,1-2 Year,Yes,35715.0,124.0,38,1,2024-01-12,2024,1,Q1,Pennsylvania,Northeast
30658,Female,29,1,8.0,0,< 1 Year,Yes,38477.0,124.0,140,1,2024-03-31,2024,3,Q1,Pennsylvania,Northeast
231315,Male,54,1,24.0,0,> 2 Years,Yes,28194.0,124.0,193,1,2024-03-05,2024,3,Q1,Pennsylvania,Northeast
329264,Male,45,1,8.0,0,> 2 Years,Yes,31733.0,157.0,106,1,2024-05-11,2024,5,Q2,Pennsylvania,Northeast
114143,Male,72,1,28.0,0,1-2 Year,Yes,35450.0,26.0,254,1,2024-04-12,2024,4,Q2,Pennsylvania,Northeast
37612,Female,69,1,50.0,0,1-2 Year,Yes,19929.0,26.0,272,1,2024-04-13,2024,4,Q2,Pennsylvania,Northeast
40732,Male,64,1,28.0,0,> 2 Years,Yes,45217.0,26.0,282,1,2024-07-17,2024,7,Q3,Pennsylvania,Northeast
356725,Female,48,1,36.0,0,1-2 Year,Yes,55908.0,30.0,139,1,2024-10-15,2024,10,Q4,Pennsylvania,Northeast
119523,Male,48,1,8.0,0,1-2 Year,Yes,2630.0,154.0,30,1,2024-10-01,2024,10,Q4,Pennsylvania,Northeast
172314,Male,23,1,2.0,0,< 1 Year,Yes,27925.0,152.0,22,1,2024-10-31,2024,10,Q4,Pennsylvania,Northeast
279126,Male,41,1,13.0,0,1-2 Year,Yes,29648.0,26.0,18,1,2024-12-03,2024,12,Q4,Pennsylvania,Northeast
147354,Male,41,1,8.0,0,1-2 Year,Yes,43572.0,124.0,23,1,2024-10-26,2024,10,Q4,Pennsylvania,Northeast
324960,Male,45,1,15.0,0,1-2 Year,Yes,36411.0,124.0,212,1,2024-01-12,2024,1,Q1,Pennsylvania,Northeast
171813,Male,72,1,2.0,0,1-2 Year,Yes,2630.0,26.0,119,1,2024-02-16,2024,2,Q1,Pennsylvania,Northeast
112231,Male,57,1,50.0,0,1-2 Year,Yes,35390.0,124.0,17,1,2024-11-12,2024,11,Q4,Pennsylvania,Northeast
7714,Female,40,1,41.0,0,1-2 Year,Yes,41649.0,124.0,44,1,2024-09-04,2024,9,Q3,Pennsylvania,Northeast
11032,Male,47,1,36.0,0,> 2 Years,Yes,37787.0,26.0,224,1,2024-04-03,2024,4,Q2,Pennsylvania,Northeast
178147,Female,37,1,28.0,1,1-2 Year,No,49509.0,13.0,218,1,2024-02-26,2024,2,Q1,Pennsylvania,Northeast
95424,Male,66,1,45.0,0,1-2 Year,Yes,27003.0,124.0,217,1,2024-10-16,2024,10,Q4,Pennsylvania,Northeast
192629,Male,25,1,41.0,0,< 1 Year,Yes,30407.0,26.0,56,1,2024-03-27,2024,3,Q1,Pennsylvania,Northeast
203693,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,122,1,2024-02-14,2024,2,Q1,Pennsylvania,Northeast
372948,Male,34,1,28.0,0,1-2 Year,Yes,40642.0,26.0,114,1,2024-01-29,2024,1,Q1,Pennsylvania,Northeast
333968,Male,37,1,28.0,0,1-2 Year,Yes,24949.0,124.0,279,1,2024-12-08,2024,12,Q4,Pennsylvania,Northeast
221493,Male,78,1,45.0,0,1-2 Year,Yes,2630.0,157.0,42,1,2024-01-12,2024,1,Q1,Pennsylvania,Northeast
256733,Male,53,1,45.0,0,1-2 Year,Yes,2630.0,124.0,61,1,2024-04-18,2024,4,Q2,Pennsylvania,Northeast
116466,Female,40,1,47.0,0,1-2 Year,Yes,31784.0,163.0,265,1,2024-02-06,2024,2,Q1,Pennsylvania,Northeast
116155,Female,46,1,28.0,0,> 2 Years,Yes,35193.0,124.0,34,1,2024-08-28,2024,8,Q3,Pennsylvania,Northeast
108333,Male,29,1,28.0,0,< 1 Year,Yes,43721.0,152.0,69,1,2024-04-28,2024,4,Q2,Pennsylvania,Northeast
85732,Male,52,1,41.0,0,1-2 Year,Yes,28728.0,26.0,125,1,2024-06-16,2024,6,Q2,Pennsylvania,Northeast
250229,Female,27,1,41.0,0,< 1 Year,Yes,37385.0,124.0,82,1,2024-01-11,2024,1,Q1,Pennsylvania,Northeast
221377,Female,44,1,28.0,0,1-2 Year,Yes,25101.0,124.0,33,1,2024-03-03,2024,3,Q1,Pennsylvania,Northeast
369821,Male,49,1,38.0,0,1-2 Year,Yes,25336.0,122.0,83,1,2024-03-24,2024,3,Q1,Pennsylvania,Northeast
49516,Male,29,1,30.0,0,< 1 Year,Yes,35285.0,26.0,45,1,2024-12-06,2024,12,Q4,Pennsylvania,Northeast
234803,Female,72,1,28.0,0,1-2 Year,Yes,57957.0,124.0,66,1,2024-02-18,2024,2,Q1,Pennsylvania,Northeast
286258,Female,47,1,28.0,0,1-2 Year,Yes,42426.0,26.0,41,1,2024-05-07,2024,5,Q2,Pennsylvania,Northeast
377722,Male,53,1,36.0,0,1-2 Year,Yes,29685.0,124.0,79,1,2024-12-29,2024,12,Q4,Pennsylvania,Northeast
236476,Female,59,1,48.0,0,1-2 Year,Yes,2630.0,15.0,40,1,2024-01-03,2024,1,Q1,Pennsylvania,Northeast
14778,Male,37,1,7.0,0,> 2 Years,Yes,50032.0,26.0,145,1,2024-01-01,2024,1,Q1,Pennsylvania,Northeast
331968,Male,43,1,8.0,0,1-2 Year,Yes,39610.0,124.0,116,1,2024-04-03,2024,4,Q2,Pennsylvania,Northeast
120232,Male,51,1,46.0,0,1-2 Year,Yes,37432.0,26.0,85,1,2024-07-29,2024,7,Q3,Pennsylvania,Northeast
121960,Male,36,1,22.0,0,1-2 Year,Yes,31389.0,124.0,295,1,2024-11-17,2024,11,Q4,Pennsylvania,Northeast
123634,Male,52,1,29.0,0,1-2 Year,Yes,38999.0,154.0,12,1,2024-07-25,2024,7,Q3,Pennsylvania,Northeast
22962,Male,56,1,8.0,0,> 2 Years,Yes,39047.0,26.0,145,1,2024-02-06,2024,2,Q1,Pennsylvania,Northeast
211566,Female,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,146,1,2024-01-04,2024,1,Q1,Pennsylvania,Northeast
112891,Male,27,1,1.0,0,< 1 Year,Yes,2630.0,26.0,251,1,2024-02-27,2024,2,Q1,Pennsylvania,Northeast
108452,Female,32,1,41.0,0,1-2 Year,Yes,2630.0,157.0,181,1,2024-03-28,2024,3,Q1,Pennsylvania,Northeast
84615,Female,23,1,27.0,0,< 1 Year,Yes,26589.0,26.0,13,1,2024-09-21,2024,9,Q3,Pennsylvania,Northeast
371723,Female,25,1,28.0,0,< 1 Year,Yes,51673.0,124.0,122,1,2024-12-25,2024,12,Q4,Pennsylvania,Northeast
227349,Male,35,1,28.0,0,1-2 Year,Yes,31763.0,124.0,211,1,2024-03-10,2024,3,Q1,Pennsylvania,Northeast
233698,Female,35,1,40.0,0,1-2 Year,Yes,2630.0,26.0,18,1,2024-02-06,2024,2,Q1,Pennsylvania,Northeast
370923,Male,47,1,28.0,0,1-2 Year,Yes,42324.0,26.0,273,1,2024-07-07,2024,7,Q3,Pennsylvania,Northeast
218297,Male,49,1,18.0,0,1-2 Year,Yes,49840.0,26.0,95,1,2024-08-27,2024,8,Q3,Pennsylvania,Northeast
27828,Male,53,1,28.0,0,1-2 Year,Yes,46508.0,26.0,70,1,2024-09-13,2024,9,Q3,Pennsylvania,Northeast
54378,Male,53,1,41.0,0,1-2 Year,Yes,42165.0,124.0,189,1,2024-02-29,2024,2,Q1,Pennsylvania,Northeast
371719,Female,41,1,35.0,0,1-2 Year,Yes,28078.0,124.0,84,1,2024-01-25,2024,1,Q1,Pennsylvania,Northeast
213968,Male,44,1,28.0,0,1-2 Year,Yes,32585.0,124.0,95,1,2024-04-18,2024,4,Q2,Pennsylvania,Northeast
281131,Male,45,1,28.0,0,1-2 Year,Yes,43764.0,124.0,139,1,2024-10-25,2024,10,Q4,Pennsylvania,Northeast
249549,Male,41,1,32.0,0,1-2 Year,Yes,24552.0,124.0,260,1,2024-11-15,2024,11,Q4,Pennsylvania,Northeast
233394,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,26.0,76,1,2024-08-01,2024,8,Q3,Pennsylvania,Northeast
129098,Female,22,1,43.0,0,< 1 Year,Yes,28562.0,152.0,67,1,2024-06-25,2024,6,Q2,Pennsylvania,Northeast
24379,Male,42,1,28.0,0,1-2 Year,Yes,32668.0,122.0,140,1,2024-07-29,2024,7,Q3,Pennsylvania,Northeast
312275,Male,57,1,28.0,0,1-2 Year,Yes,26636.0,26.0,262,1,2024-08-30,2024,8,Q3,Pennsylvania,Northeast
346983,Female,41,1,28.0,0,1-2 Year,Yes,31186.0,26.0,130,1,2024-06-25,2024,6,Q2,Pennsylvania,Northeast
234547,Female,38,1,50.0,0,1-2 Year,Yes,26738.0,124.0,44,1,2024-04-24,2024,4,Q2,Pennsylvania,Northeast
86703,Male,61,1,28.0,0,1-2 Year,Yes,2630.0,124.0,20,1,2024-12-08,2024,12,Q4,Pennsylvania,Northeast
309942,Female,29,1,3.0,0,< 1 Year,Yes,26277.0,160.0,261,1,2024-01-08,2024,1,Q1,Pennsylvania,Northeast
144220,Male,34,1,28.0,0,1-2 Year,Yes,40280.0,26.0,99,1,2024-04-01,2024,4,Q2,Pennsylvania,Northeast
246927,Female,47,1,28.0,0,1-2 Year,Yes,46378.0,25.0,120,1,2024-01-27,2024,1,Q1,Pennsylvania,Northeast
192373,Male,45,1,18.0,0,1-2 Year,Yes,2630.0,26.0,15,1,2024-01-13,2024,1,Q1,Pennsylvania,Northeast
371662,Female,36,1,39.0,0,1-2 Year,Yes,2630.0,156.0,68,1,2024-05-06,2024,5,Q2,Pennsylvania,Northeast
374990,Female,28,1,28.0,0,< 1 Year,Yes,26694.0,152.0,25,1,2024-02-21,2024,2,Q1,Pennsylvania,Northeast
323937,Female,52,1,28.0,0,1-2 Year,Yes,26004.0,26.0,253,1,2024-01-20,2024,1,Q1,Pennsylvania,Northeast
172077,Male,34,1,47.0,0,1-2 Year,Yes,34671.0,152.0,211,1,2024-11-19,2024,11,Q4,Pennsylvania,Northeast
36763,Female,42,1,28.0,0,1-2 Year,Yes,37068.0,124.0,273,1,2024-01-13,2024,1,Q1,Pennsylvania,Northeast
166512,Male,20,1,46.0,0,1-2 Year,Yes,2630.0,157.0,68,1,2024-01-06,2024,1,Q1,Pennsylvania,Northeast
379807,Female,51,1,28.0,0,1-2 Year,Yes,77800.0,124.0,224,1,2024-12-05,2024,12,Q4,Pennsylvania,Northeast
131876,Male,32,1,32.0,0,< 1 Year,Yes,30861.0,124.0,18,1,2024-05-08,2024,5,Q2,Pennsylvania,Northeast
43518,Male,32,1,3.0,0,< 1 Year,Yes,2630.0,152.0,32,1,2024-11-24,2024,11,Q4,Pennsylvania,Northeast
378479,Male,41,1,43.0,0,> 2 Years,Yes,27280.0,10.0,130,1,2024-06-12,2024,6,Q2,Pennsylvania,Northeast
104489,Female,43,1,8.0,0,1-2 Year,Yes,51072.0,26.0,255,1,2024-03-13,2024,3,Q1,Pennsylvania,Northeast
310444,Female,35,1,28.0,0,1-2 Year,Yes,39690.0,26.0,37,1,2024-08-23,2024,8,Q3,Pennsylvania,Northeast
143828,Male,44,1,41.0,0,1-2 Year,Yes,38335.0,12.0,24,1,2024-10-30,2024,10,Q4,Pennsylvania,Northeast
127046,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,246,1,2024-04-16,2024,4,Q2,Pennsylvania,Northeast
208297,Male,44,1,28.0,0,1-2 Year,Yes,39008.0,124.0,259,1,2024-05-28,2024,5,Q2,Pennsylvania,Northeast
356798,Male,37,1,23.0,0,1-2 Year,Yes,18436.0,26.0,183,1,2024-08-25,2024,8,Q3,Pennsylvania,Northeast
244857,Male,52,1,18.0,0,1-2 Year,Yes,28468.0,26.0,123,1,2024-07-07,2024,7,Q3,Pennsylvania,Northeast
148840,Male,36,1,28.0,0,1-2 Year,Yes,43720.0,122.0,116,1,2024-03-20,2024,3,Q1,Pennsylvania,Northeast
211576,Male,37,1,35.0,0,1-2 Year,Yes,2630.0,154.0,23,1,2024-03-05,2024,3,Q1,Pennsylvania,Northeast
319514,Male,48,1,41.0,0,1-2 Year,Yes,38365.0,26.0,103,1,2024-06-11,2024,6,Q2,Pennsylvania,Northeast
192345,Female,52,1,33.0,0,1-2 Year,Yes,34199.0,157.0,94,1,2024-11-08,2024,11,Q4,Pennsylvania,Northeast
204294,Male,32,1,9.0,0,1-2 Year,Yes,2630.0,156.0,91,1,2024-03-11,2024,3,Q1,Pennsylvania,Northeast
21828,Male,51,1,3.0,0,1-2 Year,Yes,22437.0,26.0,230,1,2024-12-08,2024,12,Q4,Pennsylvania,Northeast
105452,Male,35,1,28.0,0,1-2 Year,Yes,24265.0,26.0,68,1,2024-07-08,2024,7,Q3,Pennsylvania,Northeast
115154,Male,45,1,28.0,0,1-2 Year,Yes,39959.0,26.0,164,1,2024-03-13,2024,3,Q1,Pennsylvania,Northeast
306388,Female,55,1,28.0,0,1-2 Year,Yes,36368.0,26.0,227,1,2024-01-15,2024,1,Q1,Pennsylvania,Northeast
29102,Female,33,1,41.0,0,< 1 Year,Yes,2630.0,154.0,61,1,2024-02-13,2024,2,Q1,Pennsylvania,Northeast
92752,Female,32,1,28.0,0,< 1 Year,Yes,30733.0,122.0,232,1,2024-09-26,2024,9,Q3,Pennsylvania,Northeast
16448,Male,44,1,38.0,0,1-2 Year,Yes,26594.0,163.0,277,1,2024-12-09,2024,12,Q4,Pennsylvania,Northeast
200674,Male,52,1,28.0,0,> 2 Years,Yes,35527.0,124.0,229,1,2024-12-07,2024,12,Q4,Pennsylvania,Northeast
85119,Female,32,1,5.0,0,1-2 Year,Yes,34910.0,163.0,232,1,2024-03-21,2024,3,Q1,Pennsylvania,Northeast
309964,Male,53,1,33.0,0,> 2 Years,Yes,43462.0,26.0,234,1,2024-05-04,2024,5,Q2,Pennsylvania,Northeast
237014,Male,33,1,15.0,0,< 1 Year,Yes,2630.0,160.0,232,1,2024-10-14,2024,10,Q4,Pennsylvania,Northeast
345298,Male,48,1,28.0,0,1-2 Year,Yes,47131.0,26.0,197,1,2024-07-27,2024,7,Q3,Pennsylvania,Northeast
167018,Male,47,1,28.0,0,1-2 Year,Yes,31533.0,26.0,84,1,2024-12-06,2024,12,Q4,Pennsylvania,Northeast
192086,Male,58,1,41.0,0,1-2 Year,Yes,50199.0,26.0,42,1,2024-07-23,2024,7,Q3,Pennsylvania,Northeast
113527,Male,60,1,28.0,0,1-2 Year,Yes,37879.0,124.0,210,1,2024-05-06,2024,5,Q2,Pennsylvania,Northeast
283917,Male,32,1,28.0,0,1-2 Year,Yes,28425.0,156.0,64,1,2024-03-10,2024,3,Q1,Pennsylvania,Northeast
294011,Male,41,1,41.0,0,1-2 Year,Yes,22867.0,124.0,109,1,2024-10-06,2024,10,Q4,Pennsylvania,Northeast
130410,Female,49,1,28.0,0,1-2 Year,Yes,38744.0,26.0,176,1,2024-11-10,2024,11,Q4,Pennsylvania,Northeast
259303,Male,64,1,8.0,0,> 2 Years,Yes,38866.0,26.0,202,1,2024-09-11,2024,9,Q3,Pennsylvania,Northeast
247770,Male,29,1,50.0,0,1-2 Year,Yes,68051.0,154.0,278,1,2024-08-23,2024,8,Q3,Pennsylvania,Northeast
120669,Male,48,1,28.0,0,1-2 Year,Yes,52453.0,25.0,84,1,2024-04-05,2024,4,Q2,Pennsylvania,Northeast
215134,Male,32,1,8.0,0,1-2 Year,Yes,44700.0,124.0,226,1,2024-07-14,2024,7,Q3,Pennsylvania,Northeast
278576,Female,48,1,28.0,0,1-2 Year,Yes,44713.0,26.0,46,1,2024-11-30,2024,11,Q4,Pennsylvania,Northeast
99098,Male,55,1,47.0,0,1-2 Year,Yes,21857.0,26.0,87,1,2024-08-20,2024,8,Q3,Pennsylvania,Northeast
355775,Male,34,1,28.0,0,1-2 Year,Yes,33081.0,125.0,170,1,2024-05-01,2024,5,Q2,Pennsylvania,Northeast
149064,Male,44,1,28.0,0,1-2 Year,Yes,51742.0,26.0,164,1,2024-11-08,2024,11,Q4,Pennsylvania,Northeast
109387,Male,59,1,48.0,0,1-2 Year,Yes,2630.0,124.0,76,1,2024-10-18,2024,10,Q4,Pennsylvania,Northeast
23305,Female,40,1,8.0,0,1-2 Year,Yes,2630.0,156.0,248,1,2024-05-24,2024,5,Q2,Pennsylvania,Northeast
248250,Male,38,1,28.0,0,1-2 Year,Yes,46519.0,124.0,99,1,2024-09-14,2024,9,Q3,Pennsylvania,Northeast
323934,Female,27,1,24.0,0,< 1 Year,Yes,2630.0,152.0,151,1,2024-02-22,2024,2,Q1,Pennsylvania,Northeast
156539,Male,44,1,35.0,0,1-2 Year,Yes,36005.0,26.0,179,1,2024-12-28,2024,12,Q4,Pennsylvania,Northeast
55815,Male,34,1,15.0,0,1-2 Year,Yes,2630.0,154.0,292,1,2024-03-25,2024,3,Q1,Pennsylvania,Northeast
319162,Female,37,1,31.0,0,1-2 Year,Yes,2630.0,124.0,89,1,2024-11-09,2024,11,Q4,Pennsylvania,Northeast
293304,Male,52,1,18.0,0,1-2 Year,Yes,2630.0,61.0,23,1,2024-02-25,2024,2,Q1,Pennsylvania,Northeast
110608,Female,54,1,46.0,0,1-2 Year,Yes,18876.0,26.0,42,1,2024-02-05,2024,2,Q1,Pennsylvania,Northeast
175201,Male,67,1,28.0,0,1-2 Year,Yes,44734.0,124.0,286,1,2024-12-23,2024,12,Q4,Pennsylvania,Northeast
333953,Male,47,1,28.0,0,> 2 Years,Yes,75302.0,26.0,265,1,2024-10-15,2024,10,Q4,Pennsylvania,Northeast
219839,Male,45,1,28.0,0,> 2 Years,Yes,40646.0,124.0,185,1,2024-11-13,2024,11,Q4,Pennsylvania,Northeast
46222,Male,32,1,50.0,0,< 1 Year,Yes,26392.0,26.0,257,1,2024-01-19,2024,1,Q1,Pennsylvania,Northeast
175916,Male,54,1,28.0,0,1-2 Year,Yes,44629.0,124.0,123,1,2024-11-17,2024,11,Q4,Pennsylvania,Northeast
338452,Male,36,1,8.0,0,1-2 Year,Yes,28258.0,163.0,130,1,2024-11-09,2024,11,Q4,Pennsylvania,Northeast
124341,Male,46,1,28.0,0,1-2 Year,Yes,25914.0,44.0,213,1,2024-02-04,2024,2,Q1,Pennsylvania,Northeast
203347,Female,33,1,41.0,0,1-2 Year,Yes,37509.0,124.0,255,1,2024-09-30,2024,9,Q3,Pennsylvania,Northeast
160601,Female,39,1,28.0,0,1-2 Year,Yes,43889.0,26.0,160,1,2024-04-29,2024,4,Q2,Pennsylvania,Northeast
80563,Female,34,1,28.0,0,1-2 Year,Yes,30567.0,154.0,245,1,2024-12-12,2024,12,Q4,Pennsylvania,Northeast
325789,Male,47,1,46.0,0,1-2 Year,Yes,26175.0,154.0,34,1,2024-02-26,2024,2,Q1,Pennsylvania,Northeast
249318,Female,51,1,28.0,0,1-2 Year,Yes,30361.0,26.0,223,1,2024-03-23,2024,3,Q1,Pennsylvania,Northeast
267570,Male,51,1,30.0,0,> 2 Years,Yes,25553.0,26.0,258,1,2024-09-28,2024,9,Q3,Pennsylvania,Northeast
145625,Female,44,1,28.0,0,1-2 Year,Yes,44048.0,124.0,237,1,2024-09-11,2024,9,Q3,Pennsylvania,Northeast
